user_id,sex,age,f_easian,f_wasian,f_white,m_easian,m_wasian,m_white
52947,male,21.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,1,5","3,2,4,5,1"
52949,male,46.7,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,1,4,5","3,2,1,4,5","2,3,1,4,5"
52951,female,19.8,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","3,2,4,1,5","2,1,3,4,5","2,3,1,4,5"
52953,female,25.7,"3,4,2,1,5","3,2,1,4,5","2,1,3,4,5","2,3,4,5,1","2,3,4,5,1","2,4,3,5,1"
52955,female,24.4,"2,3,5,1,4","2,1,3,4,5","1,2,3,4,5","2,3,1,5,4","2,3,1,4,5","2,1,3,5,4"
52958,male,29.8,"1,2,3,4,5","1,2,3,5,4","1,2,3,4,5","5,4,3,1,2","3,4,2,1,5","4,3,5,2,1"
52961,female,25.0,"1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","2,3,1,4,5","3,4,2,5,1","4,3,2,1,5"
52960,female,22.4,"2,4,3,5,1","2,3,1,4,5","3,2,4,1,5","4,3,2,1,5","3,2,4,5,1","3,2,4,5,1"
52963,female,18.3,"2,1,4,3,5","2,1,3,4,5","2,3,1,4,5","4,3,2,1,5","2,3,1,4,5","2,3,1,4,5"
52972,female,20.4,"5,4,1,3,2","5,3,4,2,1","5,4,3,2,1","5,4,1,3,2","5,4,1,3,2","5,4,1,2,3"
52980,female,20.6,"3,2,1,4,5","2,3,1,4,5","2,1,3,4,5","3,4,2,5,1","3,2,4,1,5","3,4,5,2,1"
52982,female,21.1,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5"
52981,female,40.2,"1,2,5,3,4","1,3,2,4,5","1,2,3,4,5","4,5,3,2,1","3,2,1,4,5","5,4,3,2,1"
52977,female,22.3,"1,2,3,4,5","3,1,2,4,5","1,2,3,4,5","4,5,3,2,1","3,2,4,5,1","4,3,2,5,1"
52983,female,20.0,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","4,5,3,2,1","3,2,4,1,5","4,3,2,5,1"
52984,female,17.2,"2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","4,5,3,2,1","2,3,4,1,5","3,2,4,1,5"
52988,female,18.1,"3,2,1,4,5","1,2,3,4,5","2,1,3,4,5","5,4,3,2,1","3,4,2,5,1","4,3,5,2,1"
52990,male,22.6,"4,2,3,1,5","2,1,3,4,5","2,1,3,4,5","4,3,2,5,1","4,5,3,2,1","4,5,3,2,1"
52994,male,37.1,"1,3,4,2,5","1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","4,1,2,3,5","4,5,3,2,1"
53002,female,20.4,"1,3,2,4,5","3,2,1,4,5","2,3,1,4,5","3,2,4,1,5","2,3,1,4,5","4,3,2,1,5"
53005,female,19.9,"4,2,3,5,1","4,3,1,5,2","2,3,4,1,5","3,4,2,1,5","1,2,4,3,5","1,5,2,4,3"
53007,female,19.9,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","2,1,3,4,5","2,3,4,1,5"
11939,male,24.2,"3,2,4,1,5","3,2,4,1,5","3,2,4,5,1","5,4,3,2,1","3,2,4,5,1","3,2,4,1,5"
53017,female,19.1,"1,2,3,4,5","1,3,2,4,5","2,3,1,4,5","4,3,5,2,1","3,4,2,1,5","3,4,2,5,1"
53019,male,15.8,"1,3,2,4,5","2,1,3,4,5","2,3,1,4,5","2,3,1,4,5","3,2,1,4,5","2,4,3,1,5"
53021,female,18.4,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,5,3,1,2","3,4,2,1,5","3,4,5,1,2"
53024,male,29.6,"5,1,3,4,2","3,1,4,5,2","5,3,2,4,1","3,2,1,4,5","2,1,3,5,4","5,1,4,2,3"
53026,female,17.7,"3,1,4,2,5","1,2,3,4,5","1,3,2,4,5","5,4,3,1,2","3,2,1,4,5","3,2,1,4,5"
53027,female,23.2,"2,5,3,1,4","1,3,4,2,5","4,3,5,1,2","5,1,4,3,2","4,5,3,2,1","1,2,3,5,4"
53029,male,18.7,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,5,4","2,3,1,4,5","2,3,1,4,5"
53028,female,20.6,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,4,2,5,1","3,2,4,1,5","2,3,4,1,5"
53023,female,26.3,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","3,4,2,1,5","1,3,2,4,5","3,2,1,4,5"
53033,,,"1,3,5,4,2","3,5,2,4,1","1,4,3,2,5","3,5,1,4,2","4,5,1,2,3","5,2,4,1,3"
53030,female,24.4,"2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","4,5,3,2,1","4,3,2,5,1","3,4,5,2,1"
53035,female,19.9,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","2,3,4,1,5","3,2,1,4,5"
53040,male,16.1,"4,3,5,2,1","4,3,1,5,2","1,2,3,4,5","5,2,1,4,3","2,3,1,4,5","5,4,2,3,1"
53041,female,43.0,"2,1,3,4,5","2,3,1,4,5","3,1,4,2,5","1,2,4,3,5","1,2,3,4,5","1,2,3,5,4"
53042,male,20.0,"2,4,3,1,5","2,3,4,5,1","3,2,4,1,5","3,4,5,2,1","2,4,1,3,5","3,4,2,1,5"
53045,female,22.3,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","1,2,3,4,5","5,4,2,1,3"
53049,female,15.4,"1,3,2,4,5","2,1,4,3,5","1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","2,1,3,4,5"
53054,female,20.2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,4,1,5","1,2,3,4,5","3,2,1,4,5"
53055,female,14.4,"3,5,1,2,4","3,2,5,4,1","5,3,1,2,4","1,2,4,3,5","4,3,5,1,2","5,2,1,3,4"
53064,female,22.2,"4,1,3,5,2","1,2,3,5,4","2,1,3,5,4","5,3,4,2,1","5,2,3,4,1","4,3,5,2,1"
49214,female,14.6,"1,2,3,4,5","3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","2,3,1,4,5"
53068,male,34.2,"2,3,1,5,4","1,2,3,4,5","2,1,3,4,5","4,3,2,5,1","4,5,2,3,1","5,3,4,2,1"
53072,female,64.5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
53070,female,21.9,"3,2,4,1,5","2,1,3,4,5","1,2,3,4,5","4,3,2,1,5","3,2,4,5,1","4,5,3,1,2"
53074,male,19.2,"1,3,2,4,5","2,3,1,4,5","2,1,3,4,5","5,4,3,2,1","3,2,1,4,5","4,5,3,2,1"
53080,female,15.9,"1,2,3,4,5","2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
53076,male,25.7,"2,3,1,5,4","2,1,4,3,5","1,2,3,5,4","3,2,4,1,5","2,1,3,4,5","2,1,3,4,5"
53085,female,25.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,3,4,2,1","3,2,1,4,5","3,4,2,1,5"
53089,female,31.5,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,4,3,5,1","1,2,3,4,5","5,4,3,2,1"
53087,male,23.6,"4,3,2,5,1","2,3,1,4,5","3,4,2,1,5","4,5,3,2,1","3,4,2,1,5","4,3,5,2,1"
53090,female,18.2,"3,2,1,4,5","2,1,3,4,5","1,3,2,4,5","2,1,3,4,5","2,1,3,4,5","1,2,3,4,5"
53091,male,20.0,"2,3,4,1,5","1,2,3,4,5","1,2,3,4,5","5,1,2,3,4","1,5,2,3,4","2,3,1,4,5"
53094,male,27.3,"2,4,3,1,5","2,1,3,4,5","1,2,3,4,5","4,5,3,2,1","3,4,2,5,1","4,3,5,2,1"
53095,female,48.6,"5,4,1,3,2","4,5,2,3,1","2,1,4,5,3","5,2,1,3,4","3,4,2,5,1","4,5,1,2,3"
53105,female,13.8,"3,4,2,5,1","2,3,4,1,5","2,3,1,4,5","5,2,4,3,1","2,1,3,4,5","3,2,4,5,1"
53106,female,27.1,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","1,2,3,4,5","1,2,3,4,5"
53109,female,18.6,"1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","4,5,3,2,1","4,3,2,1,5","3,4,5,2,1"
53112,female,25.2,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","5,4,3,2,1","2,3,1,4,5","3,4,2,5,1"
53115,male,33.6,"4,5,2,1,3","1,4,5,3,2","5,4,2,1,3","1,4,5,3,2","1,3,2,4,5","2,5,3,4,1"
53113,female,18.5,"1,3,2,4,5","1,2,3,4,5","2,1,3,4,5","3,4,2,1,5","2,3,4,1,5","3,4,2,5,1"
53116,female,15.3,"1,3,2,4,5","2,3,1,4,5","2,1,3,4,5","4,3,5,1,2","3,4,2,5,1","3,4,2,5,1"
53117,female,18.0,"3,1,2,4,5","1,2,3,4,5","4,2,3,1,5","3,1,2,4,5","2,4,3,1,5","4,3,5,2,1"
53122,female,27.9,"2,3,1,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,1,5"
53124,female,21.3,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,1,5","3,2,4,5,1"
53126,female,16.7,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","3,4,2,1,5","4,3,2,5,1","3,4,2,1,5"
53063,female,18.6,"1,2,3,4,5","2,3,1,4,5","5,2,1,4,3","2,3,4,5,1","2,3,4,1,5","4,3,2,5,1"
53130,female,19.2,"1,2,5,4,3","3,4,2,1,5","2,1,3,4,5","1,2,4,3,5","2,1,3,4,5","2,1,3,4,5"
53129,female,38.5,"3,2,4,5,1","3,2,4,1,5","2,3,1,4,5","3,4,5,2,1","3,2,4,1,5","3,4,2,5,1"
53132,female,22.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","3,2,4,5,1","4,5,3,2,1"
53139,female,25.2,"5,4,3,2,1","5,4,3,1,2","5,4,3,1,2","5,4,3,1,2","5,1,4,2,3","5,4,1,2,3"
53138,male,19.9,"4,3,2,1,5","2,3,4,1,5","2,1,3,4,5","3,4,2,1,5","3,4,2,1,5","4,3,5,2,1"
53140,female,21.4,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","4,5,3,2,1","2,3,4,1,5","3,4,2,5,1"
53141,male,28.1,"2,1,3,5,4","1,2,3,4,5","1,2,3,4,5","3,4,5,2,1","3,2,1,4,5","2,3,4,1,5"
53142,female,26.7,"1,2,3,4,5","1,2,4,3,5","1,2,3,4,5","3,2,5,4,1","3,2,1,5,4","4,5,3,2,1"
53145,male,33.7,"3,2,4,1,5","2,3,1,4,5","2,1,3,4,5","3,2,4,5,1","3,2,4,1,5","4,3,5,2,1"
53147,female,19.4,"1,2,4,3,5","2,1,3,4,5","5,1,3,2,4","3,4,2,1,5","3,2,1,4,5","2,3,4,1,5"
53152,male,31.7,"2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","4,3,2,5,1","2,3,1,4,5","3,2,4,5,1"
53151,female,18.5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","1,2,3,4,5"
53157,male,17.2,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","5,4,2,3,1","4,3,1,2,5","5,4,3,2,1"
53156,female,20.6,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,5,3,2,1","4,3,2,5,1","4,5,3,2,1"
53158,male,41.7,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,3,4,5,1","3,4,2,1,5","3,2,1,4,5"
53163,,,"3,2,1,4,5","2,3,1,4,5","1,2,3,4,5","3,2,1,4,5","2,3,1,4,5","2,3,1,4,5"
53165,female,25.2,"2,1,3,4,5","3,2,1,4,5","2,1,3,4,5","5,3,4,2,1","4,3,5,2,1","4,3,5,2,1"
53166,male,24.7,"1,2,3,4,5","3,2,1,4,5","1,2,3,4,5","2,3,4,5,1","3,2,1,4,5","3,1,2,4,5"
53168,male,32.7,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,1,4,5","2,3,1,4,5"
53169,female,16.2,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,1,2","1,2,3,4,5","4,3,2,5,1"
53171,male,27.1,"1,2,4,3,5","1,2,3,4,5","1,2,3,4,5","1,5,3,2,4","5,3,4,1,2","4,3,5,2,1"
53172,female,23.1,"1,2,3,4,5","2,1,3,4,5","2,3,1,4,5","3,4,2,5,1","3,2,4,1,5","3,4,2,1,5"
53176,female,40.1,"2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","4,3,5,2,1"
53178,female,27.8,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","4,2,3,5,1","2,1,3,5,4","3,2,4,5,1"
53179,female,24.5,"2,3,4,1,5","2,3,1,4,5","2,3,1,4,5","1,3,2,4,5","2,3,1,4,5","2,1,3,4,5"
53182,female,20.8,"1,3,2,4,5","1,3,2,4,5","1,2,3,4,5","4,5,2,3,1","3,2,4,1,5","3,2,4,1,5"
53187,female,27.8,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,1,5","2,3,1,4,5","2,4,3,1,5"
53188,male,25.7,"3,1,2,4,5","2,1,4,5,3","2,3,1,4,5","4,3,2,1,5","3,2,1,4,5","3,2,4,1,5"
53189,male,24.0,"4,2,5,3,1","1,2,3,5,4","2,4,1,5,3","3,1,5,2,4","2,5,4,3,1","2,1,3,4,5"
53190,female,26.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,5,4","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5"
53192,female,21.9,"1,3,2,4,5","2,3,1,4,5","1,2,3,4,5","3,1,4,2,5","1,2,3,4,5","3,2,4,1,5"
53196,,,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","4,3,2,1,5","3,2,4,1,5"
53221,female,19.1,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,1,4,5","3,2,4,1,5"
53224,male,35.3,"2,3,4,1,5","3,4,2,1,5","3,2,4,1,5","3,4,2,1,5","4,3,2,1,5","3,4,2,5,1"
53229,male,22.9,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","4,2,3,5,1","3,2,1,4,5","5,4,1,3,2"
52485,female,24.5,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,5,3,2,1","2,4,3,1,5","2,3,1,4,5"
53270,male,15.2,"2,1,5,4,3","1,2,5,4,3","5,1,4,2,3","2,4,3,1,5","2,3,1,5,4","1,2,3,5,4"
53269,male,35.8,"2,3,1,4,5","3,2,1,4,5","2,3,1,4,5","2,3,1,4,5","2,3,1,4,5","3,2,1,4,5"
53271,female,17.5,"3,2,1,4,5","1,2,3,4,5","2,1,3,4,5","1,2,5,4,3","2,1,3,4,5","4,2,3,1,5"
53280,male,18.4,"3,2,1,4,5","2,1,3,4,5","2,3,4,1,5","1,2,3,4,5","2,3,4,1,5","3,4,5,2,1"
53267,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","1,3,2,4,5","1,2,3,4,5"
53296,male,27.3,"5,4,2,1,3","4,2,3,1,5","1,5,4,3,2","2,1,3,5,4","5,2,1,4,3","3,5,2,1,4"
53294,,,"5,1,2,4,3","5,1,3,4,2","1,3,5,2,4","2,4,1,5,3","3,1,4,5,2","4,2,1,5,3"
53295,,,"2,1,3,5,4","3,1,2,4,5","1,3,2,4,5","1,2,3,5,4","4,1,2,5,3","1,2,3,4,5"
53284,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","3,4,5,2,1","4,3,5,2,1"
53275,female,17.3,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","2,1,3,4,5","2,3,1,4,5"
53286,,,"3,2,1,5,4","5,4,2,3,1","5,3,2,1,4","3,4,2,1,5","5,4,3,2,1","2,4,5,3,1"
53285,,,"1,2,3,4,5","2,3,1,5,4","1,2,3,4,5","5,4,3,2,1","4,3,2,1,5","5,4,3,1,2"
53293,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","1,2,3,4,5"
53302,female,17.8,"2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","3,4,1,2,5","3,2,1,4,5","4,3,2,1,5"
53272,female,18.2,"1,2,3,5,4","1,2,3,5,4","1,2,3,5,4","3,1,4,5,2","2,1,3,5,4","2,3,4,5,1"
53282,,,"4,3,5,1,2","3,4,2,1,5","3,2,4,5,1","4,5,3,2,1","3,4,2,5,1","3,5,2,4,1"
53303,,,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
53291,,,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,3,4,1,5","2,3,1,4,5","2,3,4,5,1"
53318,,,"2,3,1,4,5","2,1,3,4,5","1,4,3,2,5","5,1,4,2,3","3,4,5,2,1","5,4,3,2,1"
53315,,,"1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","3,2,4,5,1","3,2,1,4,5","3,2,5,4,1"
53311,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","1,2,3,5,4","2,3,1,4,5"
53313,,,"2,3,1,5,4","2,1,3,4,5","2,1,3,4,5","3,2,1,4,5","2,3,1,4,5","3,2,4,5,1"
53279,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,5,1","2,1,3,4,5","3,4,2,5,1"
53309,,,"2,1,3,5,4","1,2,4,3,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","4,2,5,3,1"
46400,female,14.7,"2,3,1,4,5","2,3,4,1,5","2,3,1,4,5","1,2,3,4,5","2,3,4,1,5","2,1,3,4,5"
53328,,,"1,2,4,3,5","2,1,3,4,5","3,1,2,4,5","4,3,5,2,1","2,3,4,1,5","3,2,4,1,5"
53314,,,"1,3,2,4,5","2,3,1,4,5","1,2,3,4,5","4,2,3,1,5","3,4,2,1,5","3,2,4,1,5"
53307,,,"3,1,2,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","2,3,4,5,1","1,2,3,4,5"
53316,,,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","3,4,2,5,1","3,4,2,5,1"
53322,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,5,2,1","2,3,4,1,5","4,3,1,2,5"
53327,,,"2,3,1,4,5","3,2,1,4,5","2,3,1,4,5","3,4,5,2,1","2,3,1,4,5","4,3,5,2,1"
53331,,,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,1,5","2,1,4,3,5","3,4,2,1,5"
53323,,,"5,4,3,2,1","5,4,3,1,2","5,4,3,1,2","5,4,1,3,2","5,1,4,2,3","1,2,5,3,4"
53320,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
53330,,,"2,3,1,4,5","2,3,1,4,5","1,2,3,4,5","3,2,1,4,5","2,3,1,4,5","3,2,4,1,5"
53332,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
53340,female,13.6,"5,3,2,1,4","3,2,4,5,1","3,1,2,5,4","1,2,3,4,5","1,2,4,3,5","1,3,5,4,2"
53344,female,28.2,"3,1,2,4,5","1,2,3,4,5","1,3,2,4,5","5,3,4,2,1","2,3,1,4,5","3,5,4,2,1"
53375,,,"1,2,3,4,5","3,2,4,1,5","2,1,3,4,5","4,1,3,2,5","1,2,3,4,5","2,3,1,4,5"
53364,,,"2,3,5,1,4","1,3,2,5,4","1,2,3,4,5","5,4,3,2,1","1,2,3,4,5","1,2,4,3,5"
53368,,,"2,3,4,1,5","3,2,4,1,5","1,2,3,4,5","2,3,1,4,5","2,3,1,4,5","1,3,2,4,5"
53384,,,"1,3,4,2,5","1,2,4,5,3","1,2,4,3,5","1,2,3,5,4","2,1,3,5,4","1,2,4,3,5"
53387,female,33.0,"3,2,1,4,5","2,1,3,4,5","1,2,3,4,5","5,3,4,2,1","2,3,5,4,1","3,4,5,2,1"
53376,,,"1,5,3,4,2","4,2,3,1,5","3,1,4,2,5","1,4,5,2,3","5,4,2,3,1","4,2,5,1,3"
53363,,,"2,4,3,1,5","1,2,3,4,5","1,2,4,3,5","4,3,5,2,1","2,4,1,3,5","1,4,2,3,5"
53370,,,"2,3,1,5,4","1,2,3,4,5","1,3,2,4,5","1,2,3,4,5","1,2,4,3,5","1,2,3,4,5"
53389,female,17.4,"2,1,3,4,5","3,2,4,1,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,1,5"
53371,,,"4,3,2,1,5","3,2,1,4,5","3,2,1,4,5","5,3,4,2,1","3,4,2,1,5","5,4,3,2,1"
53366,,,"4,2,3,1,5","2,1,3,4,5","1,2,3,4,5","4,5,2,1,3","3,2,4,1,5","2,3,1,5,4"
53390,,,"2,5,4,1,3","3,2,5,4,1","2,5,4,1,3","5,4,1,2,3","1,4,5,3,2","4,1,3,5,2"
53391,female,21.1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
53394,female,25.4,"4,3,5,1,2","1,2,5,4,3","5,3,1,4,2","3,5,2,1,4","5,3,2,4,1","3,1,5,2,4"
53411,male,19.8,"5,1,2,3,4","1,3,5,4,2","2,1,5,3,4","4,3,5,2,1","4,3,5,2,1","4,5,3,2,1"
53412,,,"3,2,1,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,1,2,4,5","3,2,4,1,5"
53400,,,"4,2,1,5,3","5,2,1,4,3","4,2,5,1,3","5,1,2,3,4","2,3,4,1,5","5,2,1,3,4"
53419,,,"2,1,3,4,5","1,3,2,4,5","1,2,3,4,5","1,3,2,4,5","1,3,2,4,5","1,2,3,4,5"
53414,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,5,1","3,2,4,1,5","4,5,3,2,1"
53401,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,1,4,2,3","4,3,1,5,2","1,3,2,4,5"
53406,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,5,1","3,2,1,4,5","3,2,1,5,4"
53402,,,"2,3,4,1,5","3,4,2,1,5","2,1,3,4,5","3,1,2,4,5","2,3,1,4,5","3,2,4,1,5"
53422,male,19.3,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","2,1,3,4,5","4,3,2,1,5"
53413,,,"2,5,1,4,3","1,2,3,4,5","1,3,2,4,5","2,3,4,1,5","5,4,3,1,2","1,2,4,3,5"
53425,female,23.9,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","2,1,3,4,5","1,2,3,4,5"
53398,female,21.9,"2,1,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,1,5","2,1,3,4,5","2,3,1,4,5"
53418,,,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,3,1,5,4","2,1,3,4,5","1,3,2,4,5"
53428,,,"2,1,3,4,5","3,2,1,4,5","1,2,3,4,5","4,2,1,3,5","1,3,2,4,5","2,3,4,1,5"
53431,,,"3,4,2,5,1","2,1,3,4,5","1,3,2,4,5","1,4,5,3,2","3,1,2,5,4","5,1,4,3,2"
53441,,,"3,5,4,2,1","2,3,1,4,5","1,2,3,4,5","5,4,3,1,2","3,4,2,5,1","4,3,2,5,1"
53429,,,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","2,1,5,4,3","2,3,4,1,5","1,3,5,4,2"
53434,,,"2,1,3,5,4","1,2,3,4,5","2,1,3,4,5","4,5,3,2,1","2,3,4,5,1","3,2,5,4,1"
53439,,,"3,2,1,4,5","2,1,3,4,5","1,2,4,3,5","3,1,4,2,5","3,2,4,1,5","3,4,1,5,2"
53443,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","2,1,3,4,5","2,1,3,4,5"
53433,,,"3,2,1,4,5","1,2,3,4,5","2,1,3,4,5","3,1,2,4,5","3,2,4,1,5","3,2,4,1,5"
53432,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,5,4"
53444,,,"3,4,2,1,5","2,3,4,1,5","1,2,3,4,5","3,1,2,4,5","2,3,1,4,5","3,2,1,5,4"
53430,,,"3,4,2,1,5","2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","3,1,4,2,5","2,3,4,5,1"
53438,,,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","5,3,4,2,1","3,2,1,4,5","1,2,3,4,5"
53442,,,"1,3,2,5,4","2,3,1,4,5","1,2,3,4,5","1,3,2,5,4","2,3,5,4,1","3,4,2,1,5"
53436,,,"4,2,3,1,5","3,2,1,4,5","2,3,1,4,5","3,2,4,5,1","2,3,1,4,5","2,3,1,4,5"
53440,,,"3,1,2,4,5","3,1,2,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","1,2,3,4,5"
53454,female,29.0,"1,2,3,4,5","2,1,3,4,5","1,2,4,3,5","5,4,3,2,1","2,3,1,4,5","3,4,5,2,1"
53455,male,17.4,"5,4,1,2,3","4,5,3,1,2","3,4,5,2,1","1,5,4,2,3","2,3,5,1,4","3,4,1,2,5"
53457,male,19.8,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,5,4","3,1,2,4,5","2,3,1,4,5"
53458,male,41.7,"2,3,4,1,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","2,1,3,4,5","1,2,3,4,5"
53463,female,21.6,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,1,5","3,1,2,4,5","2,3,1,4,5"
53464,male,18.9,"2,3,1,4,5","2,3,1,4,5","1,2,3,4,5","1,3,2,4,5","2,3,1,4,5","3,2,4,1,5"
53465,female,19.5,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","1,2,3,4,5","2,1,3,4,5"
53466,male,19.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","5,4,3,2,1","5,4,3,1,2"
53467,female,20.7,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,3,4,1,5","2,3,4,1,5","3,4,2,5,1"
53468,female,18.1,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,4,3,5","2,1,3,5,4","3,2,1,4,5"
53469,female,15.1,"2,1,3,4,5","1,2,3,4,5","2,3,1,4,5","3,4,5,2,1","3,4,2,1,5","3,4,2,5,1"
53475,female,24.5,"2,1,3,4,5","2,3,1,4,5","3,2,1,4,5","4,3,2,1,5","2,3,1,4,5","3,2,1,4,5"
53480,female,14.9,"3,1,2,4,5","2,3,1,4,5","2,1,3,5,4","3,5,2,4,1","2,1,3,4,5","3,4,5,2,1"
53481,female,16.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","3,2,4,5,1"
53482,female,21.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,1,2","4,5,3,2,1","4,5,3,2,1"
